Year,Lake,Species,Grand_Total,Comments,Functional_Feeding_Group
1882,Ontario,Lake Whitefish,307,,Benthic invertivore
1882,Ontario,Northern Pike,123,,Piscivore
1882,Ontario,Walleye and Blue Pike,104,,Piscivore
1882,Ontario,Yellow Perch,,,Invertivore
1883,Ontario,Cisco and Chubs,449,,Planktivore
1883,Ontario,Lake Sturgeon,73,,Benthic invertivore
1883,Ontario,Lake Trout,317,,Piscivore
1883,Ontario,Lake Whitefish,131,,Benthic invertivore
1883,Ontario,Northern Pike,309,,Piscivore
1883,Ontario,Walleye and Blue Pike,114,,Piscivore
1883,Ontario,Yellow Perch,,,Invertivore
1884,Ontario,Amercian Eel,6,,Benthic invertivore
1884,Ontario,Cisco and Chubs,1417,,Planktivore
1884,Ontario,Lake Sturgeon,75,,Benthic invertivore
1884,Ontario,Lake Trout,377,,Piscivore
1884,Ontario,Lake Whitefish,184,,Benthic invertivore
1884,Ontario,Northern Pike,68,,Piscivore
1884,Ontario,Walleye and Blue Pike,113,,Piscivore
1884,Ontario,Yellow Perch,,,Invertivore
1885,Ontario,Amercian Eel,70,,Benthic invertivore
1885,Ontario,Channel Catfish and Bullheads,442,,Benthic omnivore
1885,Ontario,Cisco and Chubs,1901,,Planktivore
1885,Ontario,Lake Sturgeon,441,,Benthic invertivore
1885,Ontario,Lake Trout,329,,Piscivore
1885,Ontario,Lake Whitefish,452,,Benthic invertivore
1885,Ontario,Northern Pike,238,,Piscivore
1885,Ontario,Walleye and Blue Pike,473,,Piscivore
1885,Ontario,Yellow Perch,,,Invertivore
1886,Ontario,Amercian Eel,19,,Benthic invertivore
1886,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1886,Ontario,Cisco and Chubs,1119,,Planktivore
1886,Ontario,Lake Sturgeon,22,,Benthic invertivore
1886,Ontario,Lake Trout,236,,Piscivore
1886,Ontario,Lake Whitefish,236,,Benthic invertivore
1886,Ontario,Northern Pike,146,,Piscivore
1886,Ontario,Walleye and Blue Pike,49,,Piscivore
1886,Ontario,Yellow Perch,,,Invertivore
1887,Ontario,Amercian Eel,14,,Benthic invertivore
1887,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1887,Ontario,Cisco and Chubs,1480,,Planktivore
1887,Ontario,Lake Sturgeon,20,,Benthic invertivore
1887,Ontario,Lake Trout,117,,Piscivore
1887,Ontario,Lake Whitefish,404,,Benthic invertivore
1887,Ontario,Northern Pike,252,,Piscivore
1887,Ontario,Walleye and Blue Pike,148,,Piscivore
1887,Ontario,Yellow Perch,,,Invertivore
1888,Ontario,Amercian Eel,9,,Benthic invertivore
1888,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1888,Ontario,Cisco and Chubs,2995,,Planktivore
1888,Ontario,Lake Sturgeon,23,,Benthic invertivore
1888,Ontario,Lake Trout,97,,Piscivore
1888,Ontario,Lake Whitefish,329,,Benthic invertivore
1888,Ontario,Northern Pike,149,,Piscivore
1888,Ontario,Walleye and Blue Pike,148,,Piscivore
1888,Ontario,Yellow Perch,,,Invertivore
1889,Ontario,Amercian Eel,14,,Benthic invertivore
1889,Ontario,Channel Catfish and Bullheads,167,,Benthic omnivore
1889,Ontario,Cisco and Chubs,5016,,Planktivore
1889,Ontario,Lake Sturgeon,259,,Benthic invertivore
1889,Ontario,Lake Trout,134,,Piscivore
1889,Ontario,Lake Whitefish,470,,Benthic invertivore
1889,Ontario,Northern Pike,216,,Piscivore
1889,Ontario,Suckers,74,,Benthic omnivore
1889,Ontario,Walleye and Blue Pike,354,,Piscivore
1889,Ontario,Yellow Perch,85,,Invertivore
1890,Ontario,Amercian Eel,276,,Benthic invertivore
1890,Ontario,Channel Catfish and Bullheads,472,,Benthic omnivore
1890,Ontario,Cisco and Chubs,3084,,Planktivore
1890,Ontario,Lake Sturgeon,581,,Benthic invertivore
1890,Ontario,Lake Trout,146,,Piscivore
1890,Ontario,Lake Whitefish,553,,Benthic invertivore
1890,Ontario,Northern Pike,320,,Piscivore
1890,Ontario,Suckers,279,,Benthic omnivore
1890,Ontario,Walleye and Blue Pike,435,,Piscivore
1890,Ontario,Yellow Perch,359,,Invertivore
1891,Ontario,Amercian Eel,21,,Benthic invertivore
1891,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1891,Ontario,Cisco and Chubs,2274,,Planktivore
1891,Ontario,Lake Sturgeon,36,,Benthic invertivore
1891,Ontario,Lake Trout,169,,Piscivore
1891,Ontario,Lake Whitefish,602,,Benthic invertivore
1891,Ontario,Northern Pike,235,,Piscivore
1891,Ontario,Suckers,,,Benthic omnivore
1891,Ontario,Walleye and Blue Pike,100,,Piscivore
1891,Ontario,Yellow Perch,,,Invertivore
1892,Ontario,Amercian Eel,44,,Benthic invertivore
1892,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1892,Ontario,Cisco and Chubs,2001,,Planktivore
1892,Ontario,Lake Sturgeon,29,,Benthic invertivore
1892,Ontario,Lake Trout,195,,Piscivore
1892,Ontario,Lake Whitefish,472,,Benthic invertivore
1892,Ontario,Northern Pike,330,,Piscivore
1892,Ontario,Suckers,,,Benthic omnivore
1892,Ontario,Walleye and Blue Pike,173,,Piscivore
1892,Ontario,Yellow Perch,,,Invertivore
1893,Ontario,Amercian Eel,68,,Benthic invertivore
1893,Ontario,Channel Catfish and Bullheads,70,,Benthic omnivore
1893,Ontario,Cisco and Chubs,1963,,Planktivore
1893,Ontario,Lake Sturgeon,160,,Benthic invertivore
1893,Ontario,Lake Trout,246,,Piscivore
1893,Ontario,Lake Whitefish,415,,Benthic invertivore
1893,Ontario,Northern Pike,276,,Piscivore
1893,Ontario,Suckers,48,,Benthic omnivore
1893,Ontario,Walleye and Blue Pike,447,,Piscivore
1893,Ontario,Yellow Perch,131,,Invertivore
1894,Ontario,Amercian Eel,78,,Benthic invertivore
1894,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1894,Ontario,Cisco and Chubs,852,,Planktivore
1894,Ontario,Lake Sturgeon,40,,Benthic invertivore
1894,Ontario,Lake Trout,161,,Piscivore
1894,Ontario,Lake Whitefish,220,,Benthic invertivore
1894,Ontario,Northern Pike,276,,Piscivore
1894,Ontario,Suckers,,,Benthic omnivore
1894,Ontario,Walleye and Blue Pike,208,,Piscivore
1894,Ontario,Yellow Perch,185,,Invertivore
1895,Ontario,Amercian Eel,59,,Benthic invertivore
1895,Ontario,Channel Catfish and Bullheads,,,Benthic omnivore
1895,Ontario,Cisco and Chubs,1407,,Planktivore
1895,Ontario,Lake Sturgeon,38,,Benthic invertivore
1895,Ontario,Lake Trout,106,,Piscivore
1895,Ontario,Lake Whitefish,127,,Benthic invertivore
1895,Ontario,Northern Pike,511,,Piscivore
1895,Ontario,Suckers,,,Benthic omnivore
1895,Ontario,Walleye and Blue Pike,211,,Piscivore
1895,Ontario,Yellow Perch,242,,Invertivore
1896,Ontario,Amercian Eel,72,,Benthic invertivore
1896,Ontario,Channel Catfish and Bullheads,245,,Benthic omnivore
1896,Ontario,Cisco and Chubs,1514,,Planktivore
1896,Ontario,Lake Sturgeon,42,,Benthic invertivore
1896,Ontario,Lake Trout,161,,Piscivore
1896,Ontario,Lake Whitefish,171,,Benthic invertivore
1896,Ontario,Northern Pike,486,,Piscivore
1896,Ontario,Suckers,,,Benthic omnivore
1896,Ontario,Walleye and Blue Pike,239,,Piscivore
1896,Ontario,Yellow Perch,373,,Invertivore
1897,Ontario,Amercian Eel,98,,Benthic invertivore
1897,Ontario,Blue Pike,49,,Piscivore
1897,Ontario,Burbot,2,,Piscivore
1897,Ontario,Channel Catfish and Bullheads,125,,Benthic omnivore
1897,Ontario,Cisco and Chubs,1380,,Planktivore
1897,Ontario,Lake Sturgeon,144,,Benthic invertivore
1897,Ontario,Lake Trout,157,,Piscivore
1897,Ontario,Lake Whitefish,475,,Benthic invertivore
1897,Ontario,Northern Pike,374,,Piscivore
1897,Ontario,Suckers,53,,Benthic omnivore
1897,Ontario,Sunfish,18,,Invertivore
1897,Ontario,Walleye,5,,Piscivore
1897,Ontario,Walleye and Blue Pike,230,,Piscivore
1897,Ontario,Yellow Perch,169,,Invertivore
1898,Ontario,Amercian Eel,42,,Benthic invertivore
1898,Ontario,Blue Pike,,,Piscivore
1898,Ontario,Burbot,0,,Piscivore
1898,Ontario,Channel Catfish and Bullheads,207,,Benthic omnivore
1898,Ontario,Cisco and Chubs,1667,,Planktivore
1898,Ontario,Lake Sturgeon,47,,Benthic invertivore
1898,Ontario,Lake Trout,102,,Piscivore
1898,Ontario,Lake Whitefish,411,,Benthic invertivore
1898,Ontario,Northern Pike,236,,Piscivore
1898,Ontario,Suckers,,,Benthic omnivore
1898,Ontario,Sunfish,,,Invertivore
1898,Ontario,Walleye,,,Piscivore
1898,Ontario,Walleye and Blue Pike,156,,Piscivore
1898,Ontario,Yellow Perch,219,,Invertivore
1899,Ontario,Amercian Eel,159,,Benthic invertivore
1899,Ontario,Blue Pike,187,,Piscivore
1899,Ontario,Burbot,0,,Piscivore
1899,Ontario,Carp,1,,Benthic omnivore
1899,Ontario,Channel Catfish and Bullheads,658,,Benthic omnivore
1899,Ontario,Cisco and Chubs,1408,,Planktivore
1899,Ontario,Lake Sturgeon,172,,Benthic invertivore
1899,Ontario,Lake Trout,119,,Piscivore
1899,Ontario,Lake Whitefish,422,,Benthic invertivore
1899,Ontario,Northern Pike,411,,Piscivore
1899,Ontario,Suckers,264,,Benthic omnivore
1899,Ontario,Sunfish,148,,Invertivore
1899,Ontario,Walleye,10,,Piscivore
1899,Ontario,Walleye and Blue Pike,332,,Piscivore
1899,Ontario,Yellow Perch,635,,Invertivore
1900,Ontario,Amercian Eel,40,,Benthic invertivore
1900,Ontario,Blue Pike,,,Piscivore
1900,Ontario,Burbot,0,,Piscivore
1900,Ontario,Carp,,,Benthic omnivore
1900,Ontario,Channel Catfish and Bullheads,167,,Benthic omnivore
1900,Ontario,Cisco and Chubs,1096,,Planktivore
1900,Ontario,Lake Sturgeon,19,,Benthic invertivore
1900,Ontario,Lake Trout,60,,Piscivore
1900,Ontario,Lake Whitefish,129,,Benthic invertivore
1900,Ontario,Northern Pike,228,,Piscivore
1900,Ontario,Suckers,,,Benthic omnivore
1900,Ontario,Sunfish,,,Invertivore
1900,Ontario,Walleye,,,Piscivore
1900,Ontario,Walleye and Blue Pike,34,,Piscivore
1900,Ontario,Yellow Perch,248,,Invertivore
1901,Ontario,Amercian Eel,67,,Benthic invertivore
1901,Ontario,Blue Pike,,,Piscivore
1901,Ontario,Burbot,0,,Piscivore
1901,Ontario,Carp,,,Benthic omnivore
1901,Ontario,Channel Catfish and Bullheads,268,,Benthic omnivore
1901,Ontario,Cisco and Chubs,2323,,Planktivore
1901,Ontario,Lake Sturgeon,7,,Benthic invertivore
1901,Ontario,Lake Trout,65,,Piscivore
1901,Ontario,Lake Whitefish,133,,Benthic invertivore
1901,Ontario,Northern Pike,419,,Piscivore
1901,Ontario,Suckers,,,Benthic omnivore
1901,Ontario,Sunfish,,,Invertivore
1901,Ontario,Walleye,,,Piscivore
1901,Ontario,Walleye and Blue Pike,44,,Piscivore
1901,Ontario,Yellow Perch,354,,Invertivore
1902,Ontario,Amercian Eel,65,,Benthic invertivore
1902,Ontario,Blue Pike,,,Piscivore
1902,Ontario,Burbot,0,,Piscivore
1902,Ontario,Carp,,,Benthic omnivore
1902,Ontario,Channel Catfish and Bullheads,193,,Benthic omnivore
1902,Ontario,Cisco and Chubs,2281,,Planktivore
1902,Ontario,Lake Sturgeon,14,,Benthic invertivore
1902,Ontario,Lake Trout,65,,Piscivore
1902,Ontario,Lake Whitefish,79,,Benthic invertivore
1902,Ontario,Northern Pike,366,,Piscivore
1902,Ontario,Suckers,,,Benthic omnivore
1902,Ontario,Sunfish,,,Invertivore
1902,Ontario,Walleye,,,Piscivore
1902,Ontario,Walleye and Blue Pike,48,,Piscivore
1902,Ontario,Yellow Perch,545,,Invertivore
1903,Ontario,Amercian Eel,111,,Benthic invertivore
1903,Ontario,Blue Pike,61,,Piscivore
1903,Ontario,Burbot,1,,Piscivore
1903,Ontario,Carp,4,,Benthic omnivore
1903,Ontario,Channel Catfish and Bullheads,581,,Benthic omnivore
1903,Ontario,Cisco and Chubs,1223,,Planktivore
1903,Ontario,Lake Sturgeon,122,,Benthic invertivore
1903,Ontario,Lake Trout,76,,Piscivore
1903,Ontario,Lake Whitefish,122,,Benthic invertivore
1903,Ontario,Northern Pike,375,,Piscivore
1903,Ontario,Suckers,73,,Benthic omnivore
1903,Ontario,Sunfish,34,,Invertivore
1903,Ontario,Walleye,8,,Piscivore
1903,Ontario,Walleye and Blue Pike,131,,Piscivore
1903,Ontario,Yellow Perch,472,,Invertivore
1904,Ontario,Amercian Eel,46,,Benthic invertivore
1904,Ontario,Blue Pike,,,Piscivore
1904,Ontario,Burbot,0,,Piscivore
1904,Ontario,Carp,,,Benthic omnivore
1904,Ontario,Channel Catfish and Bullheads,177,,Benthic omnivore
1904,Ontario,Cisco and Chubs,887,,Planktivore
1904,Ontario,Lake Sturgeon,4,,Benthic invertivore
1904,Ontario,Lake Trout,84,,Piscivore
1904,Ontario,Lake Whitefish,191,,Benthic invertivore
1904,Ontario,Northern Pike,222,,Piscivore
1904,Ontario,Suckers,,,Benthic omnivore
1904,Ontario,Sunfish,,,Invertivore
1904,Ontario,Walleye,,,Piscivore
1904,Ontario,Walleye and Blue Pike,70,,Piscivore
1904,Ontario,Yellow Perch,210,,Invertivore
1905,Ontario,Amercian Eel,19,,Benthic invertivore
1905,Ontario,Blue Pike,,,Piscivore
1905,Ontario,Burbot,0,,Piscivore
1905,Ontario,Carp,,,Benthic omnivore
1905,Ontario,Channel Catfish and Bullheads,124,,Benthic omnivore
1905,Ontario,Cisco and Chubs,1278,,Planktivore
1905,Ontario,Lake Sturgeon,14,,Benthic invertivore
1905,Ontario,Lake Trout,75,,Piscivore
1905,Ontario,Lake Whitefish,473,,Benthic invertivore
1905,Ontario,Northern Pike,204,,Piscivore
1905,Ontario,Suckers,,,Benthic omnivore
1905,Ontario,Sunfish,,,Invertivore
1905,Ontario,Walleye,,,Piscivore
1905,Ontario,Walleye and Blue Pike,49,,Piscivore
1905,Ontario,Yellow Perch,176,,Invertivore
1906,Ontario,Amercian Eel,18,,Benthic invertivore
1906,Ontario,Blue Pike,,,Piscivore
1906,Ontario,Burbot,0,,Piscivore
1906,Ontario,Carp,,,Benthic omnivore
1906,Ontario,Channel Catfish and Bullheads,275,,Benthic omnivore
1906,Ontario,Cisco and Chubs,942,,Planktivore
1906,Ontario,Lake Sturgeon,13,,Benthic invertivore
1906,Ontario,Lake Trout,108,,Piscivore
1906,Ontario,Lake Whitefish,357,,Benthic invertivore
1906,Ontario,Northern Pike,251,,Piscivore
1906,Ontario,Suckers,,,Benthic omnivore
1906,Ontario,Sunfish,,,Invertivore
1906,Ontario,Walleye,,,Piscivore
1906,Ontario,Walleye and Blue Pike,54,,Piscivore
1906,Ontario,Yellow Perch,194,,Invertivore
1907,Ontario,Amercian Eel,20,,Benthic invertivore
1907,Ontario,Blue Pike,,,Piscivore
1907,Ontario,Burbot,0,,Piscivore
1907,Ontario,Carp,,,Benthic omnivore
1907,Ontario,Channel Catfish and Bullheads,297,,Benthic omnivore
1907,Ontario,Cisco and Chubs,1012,,Planktivore
1907,Ontario,Lake Sturgeon,7,,Benthic invertivore
1907,Ontario,Lake Trout,107,,Piscivore
1907,Ontario,Lake Whitefish,344,,Benthic invertivore
1907,Ontario,Northern Pike,296,,Piscivore
1907,Ontario,Suckers,,,Benthic omnivore
1907,Ontario,Sunfish,,,Invertivore
1907,Ontario,Walleye,,,Piscivore
1907,Ontario,Walleye and Blue Pike,73,,Piscivore
1907,Ontario,Yellow Perch,169,,Invertivore
1908,Ontario,Amercian Eel,66,,Benthic invertivore
1908,Ontario,Blue Pike,100,,Piscivore
1908,Ontario,Burbot,0,,Piscivore
1908,Ontario,Carp,21,,Benthic omnivore
1908,Ontario,Channel Catfish and Bullheads,353,,Benthic omnivore
1908,Ontario,Cisco and Chubs,1358,,Planktivore
1908,Ontario,Lake Sturgeon,39,,Benthic invertivore
1908,Ontario,Lake Trout,191,,Piscivore
1908,Ontario,Lake Whitefish,852,,Benthic invertivore
1908,Ontario,Northern Pike,270,,Piscivore
1908,Ontario,Suckers,128,,Benthic omnivore
1908,Ontario,Sunfish,24,,Invertivore
1908,Ontario,Walleye,54,,Piscivore
1908,Ontario,Walleye and Blue Pike,293,,Piscivore
1908,Ontario,Yellow Perch,124,,Invertivore
1909,Ontario,Amercian Eel,66,,Benthic invertivore
1909,Ontario,Blue Pike,,,Piscivore
1909,Ontario,Burbot,0,,Piscivore
1909,Ontario,Carp,4,,Benthic omnivore
1909,Ontario,Channel Catfish and Bullheads,375,,Benthic omnivore
1909,Ontario,Cisco and Chubs,1070,,Planktivore
1909,Ontario,Lake Sturgeon,0,,Benthic invertivore
1909,Ontario,Lake Trout,640,,Piscivore
1909,Ontario,Lake Whitefish,1153,,Benthic invertivore
1909,Ontario,Northern Pike,304,,Piscivore
1909,Ontario,Suckers,,,Benthic omnivore
1909,Ontario,Sunfish,,,Invertivore
1909,Ontario,Walleye,,,Piscivore
1909,Ontario,Walleye and Blue Pike,142,,Piscivore
1909,Ontario,Yellow Perch,108,,Invertivore
1910,Ontario,Amercian Eel,105,,Benthic invertivore
1910,Ontario,Blue Pike,,,Piscivore
1910,Ontario,Burbot,0,,Piscivore
1910,Ontario,Carp,140,,Benthic omnivore
1910,Ontario,Channel Catfish and Bullheads,270,,Benthic omnivore
1910,Ontario,Cisco and Chubs,999,,Planktivore
1910,Ontario,Lake Sturgeon,0,,Benthic invertivore
1910,Ontario,Lake Trout,413,,Piscivore
1910,Ontario,Lake Whitefish,694,,Benthic invertivore
1910,Ontario,Northern Pike,379,,Piscivore
1910,Ontario,Suckers,,,Benthic omnivore
1910,Ontario,Sunfish,,,Invertivore
1910,Ontario,Walleye,,,Piscivore
1910,Ontario,Walleye and Blue Pike,61,,Piscivore
1910,Ontario,Yellow Perch,128,,Invertivore
1911,Ontario,Amercian Eel,139,,Benthic invertivore
1911,Ontario,Blue Pike,,,Piscivore
1911,Ontario,Burbot,0,,Piscivore
1911,Ontario,Carp,86,,Benthic omnivore
1911,Ontario,Channel Catfish and Bullheads,412,,Benthic omnivore
1911,Ontario,Cisco and Chubs,957,,Planktivore
1911,Ontario,Lake Sturgeon,0,,Benthic invertivore
1911,Ontario,Lake Trout,385,,Piscivore
1911,Ontario,Lake Whitefish,586,,Benthic invertivore
1911,Ontario,Northern Pike,347,,Piscivore
1911,Ontario,Suckers,,,Benthic omnivore
1911,Ontario,Sunfish,,,Invertivore
1911,Ontario,Walleye,,,Piscivore
1911,Ontario,Walleye and Blue Pike,98,,Piscivore
1911,Ontario,Yellow Perch,214,,Invertivore
1912,Ontario,Amercian Eel,225,,Benthic invertivore
1912,Ontario,Blue Pike,,,Piscivore
1912,Ontario,Burbot,0,,Piscivore
1912,Ontario,Carp,36,,Benthic omnivore
1912,Ontario,Channel Catfish and Bullheads,388,,Benthic omnivore
1912,Ontario,Cisco and Chubs,684,,Planktivore
1912,Ontario,Lake Sturgeon,9,,Benthic invertivore
1912,Ontario,Lake Trout,631,,Piscivore
1912,Ontario,Lake Whitefish,586,,Benthic invertivore
1912,Ontario,Northern Pike,236,,Piscivore
1912,Ontario,Suckers,,,Benthic omnivore
1912,Ontario,Sunfish,,,Invertivore
1912,Ontario,Walleye,,,Piscivore
1912,Ontario,Walleye and Blue Pike,75,,Piscivore
1912,Ontario,Yellow Perch,123,,Invertivore
1913,Ontario,Amercian Eel,272,,Benthic invertivore
1913,Ontario,Blue Pike,46,,Piscivore
1913,Ontario,Burbot,0,,Piscivore
1913,Ontario,Carp,62,,Benthic omnivore
1913,Ontario,Channel Catfish and Bullheads,370,,Benthic omnivore
1913,Ontario,Cisco and Chubs,914,,Planktivore
1913,Ontario,Lake Sturgeon,4,,Benthic invertivore
1913,Ontario,Lake Trout,604,,Piscivore
1913,Ontario,Lake Whitefish,538,,Benthic invertivore
1913,Ontario,Northern Pike,237,,Piscivore
1913,Ontario,Suckers,136,,Benthic omnivore
1913,Ontario,Sunfish,29,,Invertivore
1913,Ontario,Walleye,11,,Piscivore
1913,Ontario,Walleye and Blue Pike,84,,Piscivore
1913,Ontario,Yellow Perch,153,,Invertivore
1914,Ontario,Amercian Eel,309,,Benthic invertivore
1914,Ontario,Blue Pike,39,,Piscivore
1914,Ontario,Burbot,0,,Piscivore
1914,Ontario,Carp,83,,Benthic omnivore
1914,Ontario,Channel Catfish and Bullheads,270,,Benthic omnivore
1914,Ontario,Cisco and Chubs,1335,,Planktivore
1914,Ontario,Lake Sturgeon,7,,Benthic invertivore
1914,Ontario,Lake Trout,662,,Piscivore
1914,Ontario,Lake Whitefish,819,,Benthic invertivore
1914,Ontario,Northern Pike,248,,Piscivore
1914,Ontario,Suckers,16,,Benthic omnivore
1914,Ontario,Sunfish,,,Invertivore
1914,Ontario,Walleye,5,,Piscivore
1914,Ontario,Walleye and Blue Pike,107,,Piscivore
1914,Ontario,Yellow Perch,112,,Invertivore
1915,Ontario,Amercian Eel,221,,Benthic invertivore
1915,Ontario,Blue Pike,39,,Piscivore
1915,Ontario,Burbot,0,,Piscivore
1915,Ontario,Carp,114,,Benthic omnivore
1915,Ontario,Channel Catfish and Bullheads,269,,Benthic omnivore
1915,Ontario,Cisco and Chubs,2033,,Planktivore
1915,Ontario,Lake Sturgeon,12,,Benthic invertivore
1915,Ontario,Lake Trout,586,,Piscivore
1915,Ontario,Lake Whitefish,845,,Benthic invertivore
1915,Ontario,Northern Pike,367,,Piscivore
1915,Ontario,Suckers,23,,Benthic omnivore
1915,Ontario,Sunfish,,,Invertivore
1915,Ontario,Walleye,5,,Piscivore
1915,Ontario,Walleye and Blue Pike,130,,Piscivore
1915,Ontario,Yellow Perch,126,,Invertivore
1916,Ontario,Amercian Eel,147,,Benthic invertivore
1916,Ontario,Blue Pike,50,,Piscivore
1916,Ontario,Burbot,0,,Piscivore
1916,Ontario,Carp,269,,Benthic omnivore
1916,Ontario,Channel Catfish and Bullheads,317,,Benthic omnivore
1916,Ontario,Cisco and Chubs,1813,,Planktivore
1916,Ontario,Lake Sturgeon,8,,Benthic invertivore
1916,Ontario,Lake Trout,554,,Piscivore
1916,Ontario,Lake Whitefish,1291,,Benthic invertivore
1916,Ontario,Northern Pike,283,,Piscivore
1916,Ontario,Suckers,17,,Benthic omnivore
1916,Ontario,Sunfish,,,Invertivore
1916,Ontario,Walleye,5,,Piscivore
1916,Ontario,Walleye and Blue Pike,95,,Piscivore
1916,Ontario,Yellow Perch,171,,Invertivore
1917,Ontario,Amercian Eel,127,,Benthic invertivore
1917,Ontario,Blue Pike,22,,Piscivore
1917,Ontario,Burbot,46,,Piscivore
1917,Ontario,Carp,398,,Benthic omnivore
1917,Ontario,Channel Catfish and Bullheads,228,,Benthic omnivore
1917,Ontario,Cisco and Chubs,2319,,Planktivore
1917,Ontario,Lake Sturgeon,5,,Benthic invertivore
1917,Ontario,Lake Trout,493,,Piscivore
1917,Ontario,Lake Whitefish,1299,,Benthic invertivore
1917,Ontario,Northern Pike,280,,Piscivore
1917,Ontario,Suckers,13,,Benthic omnivore
1917,Ontario,Sunfish,,,Invertivore
1917,Ontario,Walleye,5,,Piscivore
1917,Ontario,Walleye and Blue Pike,81,,Piscivore
1917,Ontario,Yellow Perch,219,,Invertivore
